,문장,혐오 여부
3507,외모만 놓고 봐도 여시년들한테 가루가 되도록 까일만한데 내조까지 ㅋㅋㅋ,3
3508,두번째 어메이징 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,3
3509,@익명f5a4b1 아무리 그래도 개새끼 한테 문재인 이라니~ 이거 개새끼 한테 너무한거 아니오?,0
3510,줄담배 펴도 되냐?,3
3511,"애 유투브 구독 취소함
이번 공천 주작으로 뒤통수 칼꼽아 버림",1
3512,저나이에도 뭐가 나옴?,1
3513,메갈년들 평소 실력이면 저런 검색 ㅆ가능,1
3514,"ㅋㅋㅋㅋㅋㅋ
좆저퀄이라 웃기노 ㅋ",0
3515,박근혜사랑을담아 한정판,1
3516,빨리 시멘트 먹어라^^,0
3517,"호주 워킹홀리데이 갔다온 김치보지년들도 호주 꼴페미 사상에 완전 동화되서 옴 ㅋㅋㅋㅋㅋㅋ



호주국자 그년이 아주 전형적인 김치보지 호주 워킹홀리데이 년이지



그리고 그년은 생긴게 좆같아서 못했지만 나머지 김치보지 워킹홀리데이년들은 죄다 마사지업소에서 창년짓 하다가 온다



호주는 매춘이 합법이라 김치년들 보지 팔러 워킹홀리데이 비자받아서 좆나게 몰려옴

매년 수만명이 보지팔러 호주간다",3
3518,"@문폐렴신천지커넥션 ㅇㅇ 맞는말임, 소스보면 숨겨져 있음, 아이프레임 주소라고 치면 대충 뭔 원리인지 알거야",1
3519,"일부러 한국땅에서 질좋은 마스크 없애버리는거네
더 퍼지라고
더 퍼진후 재난사태선포 국가보안시스템장악 중국감시사회 완성
조국사모펀드 재난방지장비에 투자",2
3520,경상도애들이 vpn 돌린거라 ㅁㅈㅎ,0
3521,"@님들저사실남자임 게다가 우리나라 일조량도 좃망이라 효율 더 안나옴 ㅋㅋ

한전도 결국 LNG같은 더 비싼 에너지 수입해와서 전기세는 못올리고 같은 가격에 파니까.. 적자가 누적될 수 밖에 ㅋㅋㅋ",3
3522,@호갱늼 짱개,2
3523,그리고 남파간첩으로 침투시도목적으로 온게아니라 해안 근처까지 정찰하다가 좆븅신 북한군새끼들답게 얼빠져가지고 포류한거지 ㅋㅋㅋㅋㅋㅋ,2
3524,"@55 미국이 무역수지 적자를 없애려고 하고있고 중국도 제제하고있는데

이병신새끼들은 죄다 문재인 탓이요 전부 문재인 탓이요 이지랄옘병하고있음

최저시급 까진 그래 어느정도 줬다쳐도

아직 전체적으로 확산도 안된 52시간 가지고

52시간이 문제다 빼애액 거리는거보면 일베충이 얼마나 좆병신인지 알수있음.",2
3525,@남빨종북척결 개돼지 병신들이 정신 차릴거 같냐...,1
3526,새하얀거보소,0
3527,문들어올때노젖다좆되는거아니냐,0
3528,ㅅㅂㄴ아ㅋㅋㅋㅋ,0
3529,@일베불고렙 야레야레 불고렙들 수듄,0
3530,@낭만여수파리지앵 추잡스러운 전라도 홍어 티를 내고 다니냐,0
3531,간첩행위아님?,2
3532,조선족알밥새끼들이 가랑이도 잘벌려?,1
3533,난 왜 저거 하니까 가슴에서 소리나냐,3
3534,@1adroite 특이는하지,0
3535,"성희롱 ㅁㅈㅎ 사이버성폭력 ㅁㅈㅎ
도밥 2ㅈㅎ",3
3536,이 새끼 방명록에 뭐라 적을지 궁금하다,3
3537,자네에게 나와 섹스할 자격능 주노라.,3
3538,"팩트)제로페이 이때까지 결제액500억 홍보비 150억 올해 홍보예산 23억
물론 세금임 홍보비만23억이고 올해 예산투입200억",1
3539,"솔까 맛은 한국인한테 한우가 최고지 신선도로 상대가 안된다 입에 넣자마자 살살 녹는 느낌은 한국땅에서 한우말곤 힘들다 호주땅에서 호주와규고 미국땅에선 미국프라임이 최고인것처럼
물론 건강면에선 세계소중에 한우가 최악이긴한데 건강생각한다면 그냥 소고기를 안먹어야지 몸에 안좋은 마블링같은 소기름이 많냐적냐차이일뿐 그냥 자기한테 맛있는거처먹으면 된다 고소한 소기름맛 좋아하면 한우처먹으면되고 덜신선하겠지만 담백한맛 좋아하면 수입소먹으면 되고",2
3540,난 진짜 무서운게 여자들 진짜 이러다가 눈깔 도는 놈 만나면 큰일날거 같은데ㅠㅠ 큰 일 일어나기 전에 적당히 좀 하지ㅠㅠ,3
3541,똑같다 진짜 미친 북한폰트 어디서 사서 쓰나 왜이러냐 나라가 ;;,2
3542,난 원해,0
3543,@차는포르쉐지 지랄마,3
3544,@익명ceaaa2 av가 왜나와 음반산다는데 ㅋㅋ,0
3545,이제 하나투어는 무적권 거른다,1
3546,오 중국 많이 발전했네 예전엔 벌레 투성이더니 지금은 많이 깨끗해졌네,2
3547,"사법고시 패스 못 한 인간이 민정수석

외무고시 패스 못 한 인간이 외교부장관

비사관학교 여자 ‘중령’ 출신이 보훈처장

이게 나라냐?? 무슨 시발.. 좌파새끼들이 물고빠는 북유럽 내지는 유럽도 이런 경우는 없을 건데 .. 진짜 씨발 열받아 뒤지겠네",3
3548,야 경원이 근데 피고인 이름 저렇게 까도 되냐?,1
3549,"@좃문캬1berg 통진당 리석기 계열의 민주노총 조폭 깡패 언론노조 새키들이 방송사 장악해서 그런거잖아
그걸 지원하는게 문재앙과 민주당이고 그런 조폭깡패 새키들 전라도에서 열렬히 지지함",0
3550,@문폐렴의난 그래서....?,2
3551,고맙다 큰일을 했다,3
3552,미국입장에서는 ㄹㅇ ㅋㅋㅋㅋ,2
3553,업로드했으면 남자들한테 지지는 받았어도 깜빵에서 최소 10년살았을듯ㅋㅋㅋㅋ,3
3554,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미국가서 사진 멋지게 찍고 끝나부렸노ㅋ,2
3555,난 가능성 없다보임 민도가 쉽게안바뀜,1
3556,문재앙 저새끼는 북한에 관심있는게 아니라 중국에 조공하는게 목적임,2
3557,야 연대 후배들 뭐하냐 연대도 뭐 좀 해라 ㅋ 얘가 맞는말만 골라서 하네.,1
3558,"갱수 몸통 나와라



문밥 그만 쳐먹고",2
3559,죄좀비 개패고싶다,1
3560,@조선족은시진핑좆집 틀딱새끼야 개지랄하지마라 안철수처럼 국민한테 봉사하는 정치인은 처음 봤다,1
3561,이런거 보면 진짜 울화통 터질거 같고 답답하다,0
3562,노짤 단톡 ㅁㅈㅎ,0
3563,백성들 고혈을 짜내서 중국사신 대접하던 조선시대로 돌아갔노,2
3564,일베 살아 있盧,0
3565,진짜 살면서 몇번은 겪었지만 전라도 및 좌파새끼들 이중성은 매번 부랄이 떨린다 존나 소름돋네,0
3566,짱개새끼들아 니들 나라 도산났다 이 바퀴벌레 새끼들아 ㅋㅋㅋㅋㅋㅋ,2
3567,참고로 현기차 에 일본부품 조오온나게 많이들어가는데? ㅎㅎ,2
3568,"와... 시발 일베 댓글, 유튜브 댓글 봐라 짱깨새끼들 존나 깝치네
일베도 확실히 좆족 짱깨새끼들 잠식 오지게 됐나보네",2
3569,"광수나오고나서

시위등에 모자이크하는 법생긴거 알고들잇냐?

얼마나 북한군들이 많으면 모자이크하게하냐고",2
3570,싸이 김미화 김갑수 김제동 윤도현 전부 미국 입국 금지시키자,2
3571,얼싸까지...!!,0
3572,@로리짬찌맛있어 응니애미~,3
3573,ㅇㅂㅇㅂㅇㅂ 이게 일베다,0
3574,저걸 어떻게 알아 ㅎㅎㅎㅎ 저리 정확히 ㅋㅋㅋㅋㅋㅋ 미국말곤 대통령 후보 누군지도 모르지만 특히 3등은 전혀 모름,2
3575,@전라도독립위원회 ㄴㄷㅎ,0
3576,"짱깨국 격리시설 지정된 호텔이 붕괴하는데 걸린시간 딱5초걸림~
짱깨국 도시곳곳에 홍위병들 창궐~ㅜㅜ",2
3577,막짤 무서워,0
3578,"조심해라 게이들아.
쟤 요즘 궁하다.",1
3579,"틀딱드립치는 새까들은 ㅇㅂ떠나

틀딱 vs 딸급 비율이 10vs1 이야",1
3580,짱깨폰에 모택똥 합성해도 ㅇㅂ갈듯,2
3581,@익명830d7e 씹 폐기물 화교 짱깨새끼 진짜 구데기 십새끼들 모가지 참수해서 전시해야됨 인도네시아처럼,2
3582,@xx같은놈 ㄹㅇ임? 어디서 그럼?,0
3583,전라도 홍어새끼들 걍 문재인 옹호하니까 대충 읽고 추천 눌러버렸구마잉 ㅋㅋㅋㅋㅋ,0
3584,"중국 급붕괴 와중에 인기글 ㅈㅈㅂ으로 도배하는 일베우녕자들 보소!

홍위병들 각오해라.",2
3585,수영이누님 한때는 인새이.일부였는데 크릅,1
3586,"좆교안이 최고위, 통합위, 공천위등등

위원회란 위원회수장은 전부 개헌밀어붙이는 개무성 똘마니들로 다 채우고있다

저새끼 대통령제 폐해가 많다 이런식으로 직접적인 답변을 회피하는데 나는 개헌에 관해서는

좆무성, 좆승민, 좆교안의 생각이 같다고 본다",1
3587,"@보혐천국보빨지옥 잘못건들이면 어떻게 할거같냐? 혼전 섹스 금지를 한다니 뚫었으면 책임지라고 나오겠지
당연히 주재원이면 대부분 결혼한 유부남일테니 ㅈ되는거지 뚫어놓고 책임 못지겠다 하면
여자측에서는 금전을 요구하던가 성폭행 당했다고 고소를 하겠지 어느나라건 하고싶으면
그냥 사먹는게 제일 안전하다 괜히 건들여봐야 ㅈ됨",3
3588,실루엣짤 노짱 아니라서 ㅁㅈㅎ,3
3589,박근혜 탄핵때 jtbc 타블렛피씨 첫 방송할때부터 사기인지 알았음,1
3590,곧 가시겠노~,0
3591,시벌 조선족 새끼들 또 슬슬 기어들어왔네. 댓글 상태보소. 더럽게 냄새나는 시벌 조선족 바퀴벌래새끼들.,1
3592,듣보라서 영향력이 없는게 아쉽네,1
3593,중국공산당 커넥션 드러나면 안되니까 막죽이네ㅋㅋㅋ,2
3594,지 장관 잠깐 해먹을때 월급보다 적구만 호들갑떨긴 ㅋㅋㅋ,1
3595,ㅅㅂ 존나 우끼네 ㅋㅋㅋㅋㅋㅋㅋ,0
3596,@보지특공대 자지인데 ㅠㅠ,3
3597,@국가전복죄문재인 응 느금마 조선족 달창년,1
3598,거 250원 더 내지 여자가 고집피우긴,3
3599,우와 개맞는말이네 ㅋㅋㅋㅋ,0
3600,"너무비싸

제주갈돈으로 일본감 ㅅㄱ",2
3601,NO JAPAN! 가지않습니다! 사지않습니다! ㅈㄹ해놓고 왜저럼?,1
3602,응 일본만 빼고 ㅋㅋㅌ,2
3603,"가장 근본인 도덕과 인격이 결여된 물건이 여자임..

여자들 수건 엄청 훔치더라 그냥 도둑년들임

커피숍가서도 이쁜컵도 훔치고 일상이 도둑질임",3
3604,"최민식?

꾸숑 말하는거냐?",0
3605,"아니. 당 직인 들고 빤스런 한 놈 아니냐?
좃같지만 어쩌겟냐.
일단. 이기고 나서 죄를 묻자",1
3606,토스카 알파벳을 니가 바꾼거임? 뒤에?,0
3607,왜 이쁜이들만 죽어? 씨발,0
3608,미국이 알래스카 헐값에산거처럼 우리나라 그냥 성금걷어서 미국주로 붙으면안되냐? 만국공통어 영어사용에 제대로된 민주주의국가 가능,2
3609,@옷이작아격리중 나도 흡연자임ㅋㅋ 4500원 일본이랑 똑같다고 그나마 나은거 같다라고 자위질 중이지만 2500원은 레전드긴했지,1
3610,"게이들이 숙지해야할게 있는데
저학교 교장은 여자 교감은 남자다",3
3611,쎄다 쎄 ㅋㅋㅋㅋㅋㅋ,0
3612,진짜 생각없네 ㄹㅇ,0
3613,@iPhoneX 그런갑네....ㅉㅉㅉ,0
3614,일본 딱 ㅆㅅㅌㅊ,2
3615,"게이들아 유튜브 고소 되냐? 제발 도와줘..! 페미한테 엄청 욕 할 껀데

유튜브에서 활동하는 얼굴 못생기고 페미하는여자한테

온갖 댓글로 욕질 할껀데

유튜브 고소 안되지?

최근 유튜브 법 바뀐거 있음?

물론 개인정보 안남길꺼다.

그런데 인터넷 아이피가 한국이면 잡힐 확률 높냐?",3
3616,미국은 언제 세컨더리 보이콧 하냐?,2
3617,호주 꼴페미들의 입장 : 응 저거 남자들한테 돈 더받아서 가게 문닫은거 아니야~ 음식이 맛이 없어서 문닫은거야.,3
3618,앙망문의 김대중이 울고 가고 노무현이 바지에 오줌 지렸다는 명 문장,1
3619,@10294723 ㄹㅇ?,0
3620,서울 경기도 뭐 거의 전라도급인새끼들인데 뭐 출마할만하지,0
3621,"시발 60년대 망해가는 나라일때도 미국이 우릴 업신여기진

않았는데 지금은 선진국인대도 조롱 당하고 무시당하네

ㅅㅂ",2
3622,"@CIA맥다널 뜻이 순수하다고 가정할 때, 한국인은 갬성팔이를 해야 표를 준다는 건 파악했는데, 갬성팔이를 어떻게 해야 하는지 방법은 전혀 모르는 것 같음.",1
3623,"@K7hybrid 갑자기 무슨 소리야? 
너 저번에는 천안문 사건 잊지 말고 민주주의를 되찾자고 말했잖아. 
你这是什么意思？你上次不是说你不会忘记天安门而且必定找回民主主义吗",1
3624,"저렇게 안하면 언급조차 안되는 폐급이라
어쩔수 없겠지
다 돈 때문에 그러는거다",1
3625,@익명5a6018 종종 유튜브 봤었는데 전혀 몰랐다 이기야ㅠㅠㅠ,1
3626,생긴 건 귀엽네,0
3627,"@사쿠야유아 굳이 영어 해야되냐?
중국인 입장에서 보면 싱가폴 인도네시아처럼 호주도 중국손아귀에 있는거고
호남향우회 못지 않게 해외서 중국인들의 모임 무시못함",2
3628,"20대 뚜벅이가 박문 대통령 직접적인 체감적어본다..

박근혜: 담배값올라서 개빡쳤었음.. 끝

문재인: 문재인때 교통비오르고 택시비도오름..시불탱..

공통점 미세먼지로둘다 중국탓을안해쥼..",2
3629,문펠레,0
3630,노무현은 왜 까 현 정부만 까,1
3631,중국 동남아 가서 일한 새끼들 한국보다 더 벌어도 돈은 못가져오는 시스템인거 알면서도 가는 빡대가리들은 그냥 거기 눌러살다 뒤지는게 답,2
3632,동생꺼 뺏어 입은 놈 vs 입 작은 놈 vs 어깨 좁은 놈,1
3633,ㅈㅈㅂ인데 틀린말 없어서 ㅇㅂ,0
3634,아니 진짜 진지하게 궁금해서 그러는건데 ㄹㅇ간첩인가? 아니면 그냥 멍청한건가? 어떻게 북한한테 돈줄라고 한국외교 다말아먹고 온갖 지랄을 다하냐,2
3635,와 그렇네 시바 소름....,1
3636,우흥~,0
3637,110원에 사서 1500원에 파는 거임?,1
3638,"일베 취급 받았다는 것은 좌좀들로부터
최고의 칭찬을 받았다는 증표지 ㅋㅋ",1
3639,@익명546a7c ㅋㅋㅋㄹㅇ ㄲㅈ,0
3640,똥별새끼 ㅁㅈㅎ,0
3641,미국에서 받은 설계도로 전투기는 어디서 만드냐?,2
3642,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3643,"@베드가이in여수 킁킁

5555555555미 삭히다 쓰거부려쓰야!",0
3644,저새끼하고 비교할 역대 대통령이있나 김영삼도 솔직히 비교대상은아닌듯 조선시대 왕중에는있나?아님 삼국시대?,1
3645,@무현이맛사탕 부모말 좀 들어가면서 하면 저새끼들보다는 백배 잘할듯,1
3646,@zkswqow0 전북이 전라도 통수는 또 기가막히게 잘 캐치하더라 머리회전 빠르고 눈치도 존나 빠름 다음수도 예상하더라. 같은편일땐 든든한데 적이면 감당안된다는 느낌을 그때 받음 . 전북사람들이 그나마 사람간에 정감은 가더라.,0
3647,"의사슨상님 팩트 ㅇㅂ
82쿡 조선족 아줌마들도 의사라면 환장을 하고 좋아하던데 거기도 일침 가해주시죠.",1
3648,시발 ㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂㅇㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3649,@33세쿠팡물류알바생 잘나가는 새끼 빨면 지가 뭐라도 된 듯 위안받노?,3
3650,아이엠노무현,1
3651,너그이니 북한이랑 대체 뭔 지랄하는지도 안밝히잔아,2
3652,경호원들을 북한요원들로 뽑아쓰는건 아니겠지,2
3653,"대깨문, 북한간첩, 중국 간첩, 조선족.. 특히 홍어....

이것들을 국민이라고 생각한다면 또 정권 못가짐...


적은 적이다라는 생각을 가지고, 국민들을 위한 정치를 해야지..

저런 적들을 위한 정치를 하면 판판히 깨져요..


시박 닭 쪼쪼 근혜가 감옥에 가 있는 이유.., 저런것들을 국민이라 생각했기에 없는 죄목 만들어서 감방에 쳐넣음...",1
3654,"저기 .. 미안한데.. 연역한 여자에게 욕하지라

..



ㅏㅁ지막 경.고 다",3
3655,@김설사 박근혜는 중국이랑 미세먼지 협약도 하고 그랬음. 잘 찾아봐.,2
3656,"응 시진핑 개새끼 문재앙 김정은 개새끼는 맞지만

중국 희토류 안팔면 미국 수직 운지하는거 맞아서 ㅁㅈㅎ",2
3657,"@익명_4c9e85 양아치한테 억울하게 강간살인강도 당하는 사람은 안불쌍하냐?
옆나라 중국일본 봐봐
삼합회니 야쿠자니 해서 정제계,경찰고위간부 뿌리를 안내린곳이 없다 저런 조폭들이 봐주는 업소에서 잘못깽판 부렸다간 128조각으로 해체되어 물고기밥되는건 일도아님
우리나라만 저런게 없는 이유는 군사정권덕임",2
3658,머가 뿌듯하냐? 이 또라이 새끼야,1
3659,유지원은 왜 없냐,0
3660,@익명5a6018 평소에 친분있던 지인들에겐 돌아가신 날 아침에 문자로 빈소 장소 보내셨다... 그때 그거보고 얼마나 울었는지..,1
3661,"@의심하는자 아닐걸.
중국금지해서 50명넘게 죽지않았을거임",2
3662,일본차 쫒아다니면서 차선변경 시 방향등 미점등 녹화해서 신고하는 븅신들이 많음 상품권 보내드린다는 개소리나 하고 자빠져있고 문재앙한테 더 당해야함,1
3663,달창들 또 사람하나 죽이겠노ㅋ,1
3664,@안그래문씨 문재앙 싫어하는건 20대 남자가 제일 비율 높음,3
3665,이걸 박근혜혼자 탄핵당하면서 보수 박살낼줄이야,1
3666,@일베불고렙 Q,0
3667,@메르 이거 순시발새끼들이네,2
3668,"@요게이보지털금발 저게 보빨하는걸로 보이냐??

보빨하다 냄새에 트라우마 생긴 한남의 글이다~~ 이기랑깨",3
